================ Training Loss (Wed Oct 26 00:25:36 2022) ================
================ Training Loss (Wed Oct 26 00:28:22 2022) ================
(epoch: 1, iters: 100, time: 0.634, data: 0.183) D_A: 0.239 G_A: 0.431 cycle_A: 3.052 idt_A: 0.920 vgg_A: 1.480 D_B: 0.199 G_B: 0.402 cycle_B: 1.921 idt_B: 1.378 vgg_B: 1.398 
(epoch: 1, iters: 200, time: 0.626, data: 0.005) D_A: 0.254 G_A: 0.666 cycle_A: 3.720 idt_A: 0.984 vgg_A: 1.464 D_B: 0.174 G_B: 0.395 cycle_B: 2.072 idt_B: 1.715 vgg_B: 1.548 
(epoch: 1, iters: 300, time: 0.632, data: 0.002) D_A: 0.295 G_A: 0.202 cycle_A: 2.673 idt_A: 1.873 vgg_A: 1.451 D_B: 0.202 G_B: 0.173 cycle_B: 3.776 idt_B: 1.061 vgg_B: 1.528 
(epoch: 1, iters: 400, time: 0.947, data: 0.002) D_A: 0.139 G_A: 0.465 cycle_A: 3.633 idt_A: 1.561 vgg_A: 1.440 D_B: 0.312 G_B: 0.476 cycle_B: 2.920 idt_B: 1.592 vgg_B: 1.538 
(epoch: 2, iters: 100, time: 0.627, data: 0.227) D_A: 0.313 G_A: 0.773 cycle_A: 3.986 idt_A: 1.412 vgg_A: 1.336 D_B: 0.371 G_B: 0.354 cycle_B: 2.835 idt_B: 1.752 vgg_B: 1.355 
(epoch: 2, iters: 200, time: 0.633, data: 0.002) D_A: 0.105 G_A: 0.904 cycle_A: 2.747 idt_A: 1.456 vgg_A: 1.439 D_B: 0.165 G_B: 0.971 cycle_B: 2.822 idt_B: 1.345 vgg_B: 1.195 
(epoch: 2, iters: 300, time: 0.629, data: 0.003) D_A: 0.069 G_A: 0.642 cycle_A: 2.959 idt_A: 0.670 vgg_A: 1.325 D_B: 0.272 G_B: 0.573 cycle_B: 1.441 idt_B: 2.001 vgg_B: 1.599 
(epoch: 2, iters: 400, time: 0.949, data: 0.002) D_A: 0.301 G_A: 1.042 cycle_A: 2.381 idt_A: 2.785 vgg_A: 1.249 D_B: 0.374 G_B: 0.225 cycle_B: 5.649 idt_B: 1.447 vgg_B: 1.477 
(epoch: 3, iters: 100, time: 0.629, data: 0.217) D_A: 0.153 G_A: 0.387 cycle_A: 2.475 idt_A: 1.601 vgg_A: 1.325 D_B: 0.187 G_B: 0.634 cycle_B: 3.149 idt_B: 1.095 vgg_B: 1.437 
(epoch: 3, iters: 200, time: 0.630, data: 0.002) D_A: 0.105 G_A: 0.281 cycle_A: 4.229 idt_A: 1.207 vgg_A: 1.422 D_B: 0.128 G_B: 1.216 cycle_B: 2.560 idt_B: 2.203 vgg_B: 1.336 
(epoch: 3, iters: 300, time: 0.631, data: 0.002) D_A: 0.050 G_A: 0.313 cycle_A: 2.518 idt_A: 0.569 vgg_A: 1.255 D_B: 0.415 G_B: 0.698 cycle_B: 1.160 idt_B: 1.116 vgg_B: 1.613 
(epoch: 3, iters: 400, time: 0.971, data: 0.003) D_A: 0.107 G_A: 0.636 cycle_A: 4.459 idt_A: 1.466 vgg_A: 1.513 D_B: 0.184 G_B: 0.605 cycle_B: 2.901 idt_B: 2.091 vgg_B: 1.600 
(epoch: 4, iters: 100, time: 0.630, data: 0.193) D_A: 0.098 G_A: 0.249 cycle_A: 2.845 idt_A: 1.359 vgg_A: 1.379 D_B: 0.167 G_B: 0.495 cycle_B: 2.806 idt_B: 1.272 vgg_B: 1.545 
(epoch: 4, iters: 200, time: 0.630, data: 0.003) D_A: 0.100 G_A: 0.572 cycle_A: 3.992 idt_A: 1.296 vgg_A: 1.444 D_B: 0.149 G_B: 0.490 cycle_B: 2.767 idt_B: 2.699 vgg_B: 1.205 
(epoch: 4, iters: 300, time: 0.631, data: 0.003) D_A: 0.035 G_A: 0.402 cycle_A: 2.326 idt_A: 0.778 vgg_A: 1.525 D_B: 0.335 G_B: 0.880 cycle_B: 1.373 idt_B: 1.226 vgg_B: 1.668 
(epoch: 4, iters: 400, time: 1.040, data: 0.003) D_A: 0.230 G_A: 0.248 cycle_A: 2.322 idt_A: 0.678 vgg_A: 1.410 D_B: 0.250 G_B: 0.470 cycle_B: 1.539 idt_B: 1.327 vgg_B: 1.785 
(epoch: 5, iters: 100, time: 0.632, data: 0.291) D_A: 0.034 G_A: 0.586 cycle_A: 2.416 idt_A: 0.820 vgg_A: 1.461 D_B: 0.173 G_B: 0.583 cycle_B: 1.940 idt_B: 1.146 vgg_B: 1.697 
(epoch: 5, iters: 200, time: 0.632, data: 0.002) D_A: 0.090 G_A: 0.749 cycle_A: 3.096 idt_A: 1.815 vgg_A: 1.512 D_B: 0.082 G_B: 0.874 cycle_B: 3.982 idt_B: 1.407 vgg_B: 1.728 
(epoch: 5, iters: 300, time: 0.629, data: 0.002) D_A: 0.121 G_A: 0.497 cycle_A: 2.478 idt_A: 1.312 vgg_A: 1.471 D_B: 0.148 G_B: 0.973 cycle_B: 2.842 idt_B: 1.131 vgg_B: 1.652 
(epoch: 5, iters: 400, time: 1.001, data: 0.003) D_A: 0.094 G_A: 1.032 cycle_A: 1.815 idt_A: 1.160 vgg_A: 1.379 D_B: 0.092 G_B: 0.855 cycle_B: 2.334 idt_B: 0.934 vgg_B: 1.399 
(epoch: 6, iters: 100, time: 0.631, data: 0.386) D_A: 0.056 G_A: 0.794 cycle_A: 2.538 idt_A: 1.660 vgg_A: 1.473 D_B: 0.025 G_B: 1.224 cycle_B: 3.231 idt_B: 1.196 vgg_B: 1.517 
